fund,company,domain,hq,sector,stage,source_url
Molten Ventures,FairHQ,fairhq.co,,Enterprise,,https://www.moltenventures.com/portfolio/all
Molten Ventures,FintechOS,fintechos.com,,Fintech,,https://www.moltenventures.com/portfolio/all
Molten Ventures,FocalPoint,focalpointpositioning.com,,Hardware & Deeptech,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Form3,form3.tech,,Fintech,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Fy!,iamfy.co,,Digital Consumer,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Gardin,gardin.ag,,Hardware & Deeptech,,https://www.moltenventures.com/portfolio/all
Molten Ventures,General Index,general-index.com,,Energy & Industrial,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Genesis Global,genesis.global,,Data & Infrastructure,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Gravity Sketch,gravitysketch.com,,Enterprise,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Green Park Content,greenpark.digital,,Enterprise,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Hadean,hadean.com,,Hardware & Deeptech,,https://www.moltenventures.com/portfolio/all
Molten Ventures,HIGHR Collective,highrcollective.com,,Digital Consumer,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Hilo,hilo.com,,Health & Bio,,https://www.moltenventures.com/portfolio/all
Molten Ventures,HiveMQ,hivemq.com,,Data & Infrastructure,,https://www.moltenventures.com/portfolio/all
Molten Ventures,ICEYE,iceye.com,,Hardware & Deeptech,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Ieso,iesohealth.com,,Health & Bio,,https://www.moltenventures.com/portfolio/all
Molten Ventures,IMU Biosciences,imubiosciences.com,,Health & Bio,,https://www.moltenventures.com/portfolio/all
Molten Ventures,IndyKite,indykite.com,,Enterprise,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Isar Aerospace,isaraerospace.com,,Hardware & Deeptech,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Juno Property Lawyers,juno.legal,,Digital Consumer,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Koru Kids,korukids.co.uk,,Digital Consumer,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Ledger,ledger.com,,Hardware & Deeptech,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Lifesum,lifesum.com,,Health & Bio,,https://www.moltenventures.com/portfolio/all
Molten Ventures,MAIA Technology,maiatech.io,,Enterprise,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Makers,makers.tech,,Enterprise,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Manna,manna.aero,,Hardware & Deeptech,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Material Exchange,material-exchange.com,,Enterprise,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Miura,miurapay.com,,Enterprise,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Modo Energy,modoenergy.com,,Energy & Industrial,,https://www.moltenventures.com/portfolio/all
Molten Ventures,MOSTLY AI,mostly.ai,,Enterprise,,https://www.moltenventures.com/portfolio/all
Molten Ventures,N26,n26.com,,Fintech,,https://www.moltenventures.com/portfolio/all
Molten Ventures,OctaiPipe,octaipipe.ai,,Energy & Industrial,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Oliva,getoliva.com,,Health & Bio,,https://www.moltenventures.com/portfolio/all
Molten Ventures,One Data,onedata.ai,,Data & Infrastructure,,https://www.moltenventures.com/portfolio/all
Molten Ventures,OneFootball,onefootball.com,,Digital Consumer,,https://www.moltenventures.com/portfolio/all
Molten Ventures,OutThink,outthink.io,,Enterprise,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Paragraf,paragraf.com,,Hardware & Deeptech,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Pigment,pigment.com,,Hardware & Deeptech,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Pliant,getpliant.com,,Fintech,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Plyable,plyable.com,,Hardware & Deeptech,,https://www.moltenventures.com/portfolio/all
Molten Ventures,PocDoc,pocdoc.health,,Health & Bio,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Polymodels,polymodelshub.com,,Health & Bio,,https://www.moltenventures.com/portfolio/all
Molten Ventures,PowerMarket,powermarket.io,,Enterprise,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Qureight,qureight.com,,Health & Bio,,https://www.moltenventures.com/portfolio/all
Molten Ventures,RavenPack,ravenpack.com,,Data & Infrastructure,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Realeyes,realeyesit.com,,Data & Infrastructure,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Renew Risk,renew-risk.com,,Energy & Industrial,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Revolut,revolut.com,,Fintech,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Riverlane,riverlane.com,,Hardware & Deeptech,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Robin AI,robinai.com,,Enterprise,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Ryde,ryde.team,,Enterprise,,https://www.moltenventures.com/portfolio/all
Molten Ventures,SalesAPE.ai,salesape.ai,,Enterprise,,https://www.moltenventures.com/portfolio/all
Molten Ventures,SatVu,satellitevu.com,,Hardware & Deeptech,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Schuttflix,schuettflix.com,,Enterprise,,https://www.moltenventures.com/portfolio/all
Molten Ventures,SettleMint,settlemint.com,,Fintech,,https://www.moltenventures.com/portfolio/all
Molten Ventures,SimScale,simscale.com,,Hardware & Deeptech,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Snaptrip,snaptrip.com,,Digital Consumer,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Sonrai Analytics,sonraianalytics.com,,Data & Infrastructure,,https://www.moltenventures.com/portfolio/all
Molten Ventures,SoRare,sorare.com,,Digital Consumer,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Sourcery,sourcery.ai,,Enterprise,,https://www.moltenventures.com/portfolio/all
Molten Ventures,SPOKE London,spoke-london.com,,Digital Consumer,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Thought Machine,thoughtmachine.net,,Fintech,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Up Learn,uplearn.co.uk,,Enterprise,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Valarian,valarian.com,,Enterprise,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Vaultree,vaultree.com,,Hardware & Deeptech,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Virtuoso,virtuoso.qa,,Enterprise,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Vision Funding,visionfunding.co.uk,,Digital Consumer,,https://www.moltenventures.com/portfolio/all
Molten Ventures,XMOS,xmos.com,,Enterprise,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Zaptic,zaptic.com,,Energy & Industrial,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Zopa Bank,zopa.com,,Digital Consumer,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Endomag,endomag.com,,Health & Bio,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Trustpilot,trustpilot.com,,Digital Consumer,,https://www.moltenventures.com/portfolio/all
Molten Ventures,Wise,wise.com,,Fintech,,https://www.moltenventures.com/portfolio/all
Molten Ventures,UiPath,uipath.com,,Enterprise,,https://www.moltenventures.com/portfolio/all
LocalGlobe,At-Bay,,,,,https://www.phoenixcourt.vc/localglobe
LocalGlobe,Cleo,,,,,https://www.phoenixcourt.vc/localglobe
LocalGlobe,Copper,,,,,https://www.phoenixcourt.vc/localglobe
LocalGlobe,Figma,,,,,https://www.phoenixcourt.vc/localglobe
LocalGlobe,HiBob,,,,,https://www.phoenixcourt.vc/localglobe
LocalGlobe,Improbable,,,,,https://www.phoenixcourt.vc/localglobe
LocalGlobe,Justworks,,,,,https://www.phoenixcourt.vc/localglobe
LocalGlobe,Melio,,,,,https://www.phoenixcourt.vc/localglobe
LocalGlobe,Moo,,,,,https://www.phoenixcourt.vc/localglobe
LocalGlobe,Motorway,,,,,https://www.phoenixcourt.vc/localglobe
LocalGlobe,Tide,,,,,https://www.phoenixcourt.vc/localglobe
LocalGlobe,TravelPerk,,,,,https://www.phoenixcourt.vc/localglobe
LocalGlobe,Wise,,,,,https://www.phoenixcourt.vc/localglobe
LocalGlobe,YuLife,,,,,https://www.phoenixcourt.vc/localglobe
LocalGlobe,Zego,,,,,https://www.phoenixcourt.vc/localglobe
LocalGlobe,Zoopla,,,,,https://www.phoenixcourt.vc/localglobe
LocalGlobe,Crossbeam,,,,,https://www.phoenixcourt.vc/localglobe
LocalGlobe,Shellworks,,,,,https://www.phoenixcourt.vc/localglobe
LocalGlobe,Yonder,,,,,https://www.phoenixcourt.vc/localglobe
LocalGlobe,Avant Arte,,,,,https://www.phoenixcourt.vc/localglobe
LocalGlobe,Faculty,,,,,https://www.phoenixcourt.vc/localglobe
LocalGlobe,Translucent,,,,,https://www.phoenixcourt.vc/localglobe
LocalGlobe,Super Payments,,,,,https://www.phoenixcourt.vc/localglobe
LocalGlobe,Two,,,,,https://www.phoenixcourt.vc/localglobe
LocalGlobe,Claap,,,,,https://www.phoenixcourt.vc/localglobe
LocalGlobe,Supercritical,,,,,https://www.phoenixcourt.vc/localglobe
Balderton,Revolut,revolut.com,"London, UK",Fintech,Seed 2015,https://www.balderton.com/companies/
Balderton,Quantum Systems,quantum-systems.com,"Munich, Germany",AI & Machine Learning,Series C 2025,https://www.balderton.com/companies/
Balderton,Wayve,wayve.ai,"London, UK",AI & Machine Learning,Series A 2019,https://www.balderton.com/companies/
Balderton,Proxima Fusion,proximafusion.com,"Munich, Germany",Sustainable Tech,Series A 2025,https://www.balderton.com/companies/
Balderton,Cleo,meetcleo.com,"London, UK",Fintech,Series A 2018,https://www.balderton.com/companies/
Balderton,The Exploration Company,exploration.space,"Munich, Germany",Other,Series B 2024,https://www.balderton.com/companies/
Balderton,01Health,01health.ai,"London, UK",Digital Health,Seed 2023,https://www.balderton.com/companies/
Balderton,Adludio,adludio.com,"London, UK",Consumer,Seed 2013,https://www.balderton.com/companies/
Balderton,Agave Games,agavegames.com,"Istanbul, Turkey",Consumer,Seed 2022,https://www.balderton.com/companies/
Balderton,Aircall,aircall.io,"Paris, France",Enterprise,Series A 2016,https://www.balderton.com/companies/
Balderton,Andjaro,andjaro.com,"Paris, France",Enterprise,Series A 2018 (Acquired),https://www.balderton.com/companies/
Balderton,Anytype,,"Berlin, Germany",Enterprise,Seed 2023,https://www.balderton.com/companies/
Balderton,Appear Here,appearhere.co.uk,"London, UK",Consumer,Series A 2014,https://www.balderton.com/companies/
Balderton,arive,getarive.com,"Munich, Germany",Consumer,Seed 2021,https://www.balderton.com/companies/
Balderton,Attio,attio.com,"London, UK",Enterprise,Seed 2021,https://www.balderton.com/companies/
Balderton,Avi Medical,avimedical.com,"Munich, Germany",Digital Health,Series B 2022,https://www.balderton.com/companies/
Balderton,Axitech,axitech.co,"London, UK",Enterprise,Series A 2010,https://www.balderton.com/companies/
Balderton,Beauty Pie,beautypie.com,"London, UK",Consumer,Series A 2020,https://www.balderton.com/companies/
Balderton,Bebo,,"London, UK",Consumer,Series A 2006 (Acquired),https://www.balderton.com/companies/
Balderton,Betfair,betfair.com,"London, UK",Consumer,Series B 2000 (IPO),https://www.balderton.com/companies/
Balderton,Better Origin,betterorigin.co.uk,"Cambridge, UK",Sustainable Tech,Series A 2022,https://www.balderton.com/companies/
Balderton,Big Fish Games,bigfishgames.com,"Cork, Ireland",Consumer,2008 (Acquired),https://www.balderton.com/companies/
Balderton,Bookatable,bookatable.co.uk,"London, UK",Consumer,Series A 2008 (Acquired),https://www.balderton.com/companies/
Balderton,Brigad,brigad.co,"Paris, France",Enterprise,Series B 2023,https://www.balderton.com/companies/
Balderton,Carwow,carwow.co.uk,"London, UK",Consumer,Series A 2014,https://www.balderton.com/companies/
Balderton,Checkly,checklyhq.com,"Berlin, Germany",Enterprise,Series B 2024,https://www.balderton.com/companies/
Balderton,Cino,getcino.com,"Amsterdam, Netherlands",Fintech,Seed 2025,https://www.balderton.com/companies/
Balderton,Circle,circlehealth.co.uk,"London, UK",Digital Health,2008,https://www.balderton.com/companies/
Balderton,Citymapper,citymapper.com,"London, UK",Consumer,Series A 2013 (Acquired),https://www.balderton.com/companies/
Index Ventures,1stdibs,,,,,https://www.indexventures.com/companies
Index Ventures,7AI,,,,,https://www.indexventures.com/companies
Index Ventures,Abacus.ai,,,,,https://www.indexventures.com/companies
Index Ventures,Adaptive ML,,,,,https://www.indexventures.com/companies
Index Ventures,Adfin,,,,,https://www.indexventures.com/companies
Index Ventures,Adyen,,,,,https://www.indexventures.com/companies
Index Ventures,Adzuna,,,,,https://www.indexventures.com/companies
Index Ventures,Alan,,,,,https://www.indexventures.com/companies
Index Ventures,Albert,,,,,https://www.indexventures.com/companies
Index Ventures,Allara,,,,,https://www.indexventures.com/companies
Index Ventures,Ando,,,,,https://www.indexventures.com/companies
Index Ventures,Anine Bing,,,,,https://www.indexventures.com/companies
Index Ventures,ankar.ai,,,,,https://www.indexventures.com/companies
Index Ventures,Ankorstore,,,,,https://www.indexventures.com/companies
Index Ventures,Anrok,,,,,https://www.indexventures.com/companies
Index Ventures,Anthropic,,,,,https://www.indexventures.com/companies
Index Ventures,Apex,,,,,https://www.indexventures.com/companies
Index Ventures,ApplyBoard,,,,,https://www.indexventures.com/companies
Index Ventures,Apron,,,,,https://www.indexventures.com/companies
Index Ventures,Arca,,,,,https://www.indexventures.com/companies
Index Ventures,Argent,,,,,https://www.indexventures.com/companies
Index Ventures,Arondite,,,,,https://www.indexventures.com/companies
Index Ventures,ArthurAI,,,,,https://www.indexventures.com/companies
Index Ventures,Ascend,,,,,https://www.indexventures.com/companies
Index Ventures,Astelia,,,,,https://www.indexventures.com/companies
Index Ventures,Atlantic Money,,,,,https://www.indexventures.com/companies
Index Ventures,Atlar,,,,,https://www.indexventures.com/companies
Index Ventures,AttackIQ,,,,,https://www.indexventures.com/companies
Index Ventures,Augment,,,,,https://www.indexventures.com/companies
Index Ventures,Aurora,,,,,https://www.indexventures.com/companies
Index Ventures,Auxmoney,,,,,https://www.indexventures.com/companies
Index Ventures,Backbone,,,,,https://www.indexventures.com/companies
Index Ventures,BallerTV,,,,,https://www.indexventures.com/companies
Index Ventures,Beam,,,,,https://www.indexventures.com/companies
Index Ventures,Beamery,,,,,https://www.indexventures.com/companies
Index Ventures,Beauty Pie,,,,,https://www.indexventures.com/companies
Index Ventures,Because,,,,,https://www.indexventures.com/companies
Index Ventures,Behavox,,,,,https://www.indexventures.com/companies
Index Ventures,Beside,,,,,https://www.indexventures.com/companies
Index Ventures,Bigger Games,,,,,https://www.indexventures.com/companies
Index Ventures,Big Health,,,,,https://www.indexventures.com/companies
Index Ventures,Bird,,,,,https://www.indexventures.com/companies
Index Ventures,Birdie,,,,,https://www.indexventures.com/companies
Index Ventures,BIT ODD,,,,,https://www.indexventures.com/companies
Index Ventures,BitPay,,,,,https://www.indexventures.com/companies
Index Ventures,BlaBlaCar,,,,,https://www.indexventures.com/companies
Index Ventures,Bloom & Wild,,,,,https://www.indexventures.com/companies
Index Ventures,Boulevard,,,,,https://www.indexventures.com/companies
Index Ventures,BrightGo,,,,,https://www.indexventures.com/companies
Index Ventures,BrightHire,,,,,https://www.indexventures.com/companies
Index Ventures,BRINC,,,,,https://www.indexventures.com/companies
Index Ventures,Build,,,,,https://www.indexventures.com/companies
Index Ventures,Built,,,,,https://www.indexventures.com/companies
Index Ventures,Capitolis,,,,,https://www.indexventures.com/companies
Index Ventures,cargo.one,,,,,https://www.indexventures.com/companies
Index Ventures,Cartesia,,,,,https://www.indexventures.com/companies
Index Ventures,Castle,,,,,https://www.indexventures.com/companies
Index Ventures,Catch,,,,,https://www.indexventures.com/companies
Index Ventures,Causaly,,,,,https://www.indexventures.com/companies
Index Ventures,Chai Discovery,,,,,https://www.indexventures.com/companies
Index Ventures,Check,,,,,https://www.indexventures.com/companies
Index Ventures,CipherCloud,,,,,https://www.indexventures.com/companies
Index Ventures,Citymapper,,,,,https://www.indexventures.com/companies
Index Ventures,Class Companion,,,,,https://www.indexventures.com/companies
Index Ventures,ClickHouse,,,,,https://www.indexventures.com/companies
Index Ventures,Clumio,,,,,https://www.indexventures.com/companies
Index Ventures,Coalition,,,,,https://www.indexventures.com/companies
Index Ventures,Cockroach Labs,,,,,https://www.indexventures.com/companies
Index Ventures,Cocoon,,,,,https://www.indexventures.com/companies
Index Ventures,Codat,,,,,https://www.indexventures.com/companies
Index Ventures,Codecademy,,,,,https://www.indexventures.com/companies
Index Ventures,CodeSignal,,,,,https://www.indexventures.com/companies
Index Ventures,Cohere,,,,,https://www.indexventures.com/companies
Index Ventures,Collibra,,,,,https://www.indexventures.com/companies
Index Ventures,Common Room,,,,,https://www.indexventures.com/companies
Index Ventures,ComplyAdvantage,,,,,https://www.indexventures.com/companies
Index Ventures,Conduct,,,,,https://www.indexventures.com/companies
Index Ventures,Confluent,,,,,https://www.indexventures.com/companies
Index Ventures,Cord,,,,,https://www.indexventures.com/companies
